Starting Experiments...

Epoch [1/10], Loss: 0.6286, Acc: 66.49%
Epoch [2/10], Loss: 0.5368, Acc: 72.86%
Epoch [3/10], Loss: 0.5001, Acc: 75.63%
Epoch [4/10], Loss: 0.4776, Acc: 77.29%
Epoch [5/10], Loss: 0.4561, Acc: 78.19%
Epoch [6/10], Loss: 0.4395, Acc: 79.12%
Epoch [7/10], Loss: 0.4244, Acc: 80.44%
Epoch [8/10], Loss: 0.4190, Acc: 80.75%
Epoch [9/10], Loss: 0.4032, Acc: 81.68%
Epoch [10/10], Loss: 0.3908, Acc: 82.42%
Test Accuracy: 81.89%

--- Config: Act=leaky_relu, Init=kaiming, Optim=adam ---
Epoch [1/10], Loss: 0.6427, Acc: 66.81%
Epoch [2/10], Loss: 0.5034, Acc: 75.51%
Epoch [3/10], Loss: 0.4429, Acc: 79.63%
Epoch [4/10], Loss: 0.4046, Acc: 81.87%
Epoch [5/10], Loss: 0.3752, Acc: 83.59%
Epoch [6/10], Loss: 0.3540, Acc: 85.04%
Epoch [7/10], Loss: 0.3325, Acc: 85.93%
Epoch [8/10], Loss: 0.3081, Acc: 86.84%
Epoch [9/10], Loss: 0.2902, Acc: 87.79%
Epoch [10/10], Loss: 0.2715, Acc: 88.68%
Test Accuracy: 88.66%

--- Config: Act=leaky_relu, Init=kaiming, Optim=rmsprop ---
Epoch [1/10], Loss: 0.8630, Acc: 64.20%
Epoch [2/10], Loss: 0.5424, Acc: 73.25%
Epoch [3/10], Loss: 0.4801, Acc: 77.30%
Epoch [4/10], Loss: 0.4298, Acc: 80.60%
Epoch [5/10], Loss: 0.3956, Acc: 82.34%
Epoch [6/10], Loss: 0.3652, Acc: 83.79%
Epoch [7/10], Loss: 0.3417, Acc: 85.37%
Epoch [8/10], Loss: 0.3158, Acc: 86.25%
Epoch [9/10], Loss: 0.2949, Acc: 87.57%
Epoch [10/10], Loss: 0.2747, Acc: 88.18%
Test Accuracy: 84.02%

--- Config: Act=leaky_relu, Init=random, Optim=sgd ---
Epoch [1/10], Loss: 0.5962, Acc: 67.68%
Epoch [2/10], Loss: 0.5140, Acc: 74.80%
